Id,Name,Genre,Platform,Publisher,Critic_Score,Year,RAWG Score,Description
109,Diablo III,Role-Playing,PC,Blizzard Entertainment,9.0,2012.0,4.1,"The third Diablo returns you to the world of Sanctuary, once again invaded by the demons. Twenty years after the ending of Diablo II, a star has fallen on the city of New Tristram, spawning hordes of undead monsters that the player must defeat. As usual in Diablo series, the game has a trademark dark fantasy atmosphere and is mostly set in gloomy dungeons.<br />
The basic gameplay features are the same as in previous Diablo games, but there are many subtle changes. The player can choose one of six character classes (a seventh is available with an expansion). Each class has its unique abilities and class-specific quests. Unlike its predecessors, which used isometric 2D graphics, Diablo III uses 3D, however, it preserves the familiar top-down view. The dungeons are randomly generated and have destructible environments, thanks to the new graphics engine. There’s a new mechanic Skill Runes that is used to improve the character’s skills.<br />
Online multiplayer is available through Battle.net. There are both a co-op mode and a PvP mode called Brawling. The players can create hardcore characters who face permadeath if killed. Even in the single-player mode, Diablo II requires a stable internet connection, because of DRM restrictions."
111,Gran Turismo 5,Racing,PS3,Sony Computer Entertainment,8.3,2010.0,4.08,"Gran Turismo 5 is the fifth part of the Gran Turismo series.
The games of the series are known for a detailed imitation of driving real cars. Each machine in the game is controlled and even sounds like its real prototype.
In addition to the characteristics of each model of the car, tuning is possible in the game. Tuning, as well as the acquisition of more and more powerful cars, becomes available as a result of victories in races, obtaining prize money and improving the skill of the driver. The upgrades acquired in the tuning process are as realistic as the basic qualities of the car.
Many of the car systems that can be tuned in real life can be customized in the game - and the consequences for the behavior of the car in the game will also be shown very realistically. For example, suspension settings affect handling.
The main mode of the game is arcade. But there is also a simulation mode that conducts the player through a series of races, constantly complicating the conditions and giving the player a chance to smoothly master the game, increase skill, earn game money for increasing the number of cars and other needs.<br />
In Gran Turismo 5 there are 1031 cars, 26 locations and 71 variations of tracks. In addition, for the first time the editor of the tracks appeared in the game."
112,Super Mario 64,Platform,N64,Nintendo,9.7,1996.0,4.39,"Mario is super in a whole new way! Combining the finest 3-D graphics ever developed for a video game and an explosive sound track, Super Mario 64 becomes a new standard for video games. It&#39;s packed with bruising battles, daunting obstacle courses and underwater adventures. Retrieve the Power Stars from their hidden locations and confront your arch nemesis - Bowser, King of the Koopas!"
113,FIFA 18,Sports,PS4,EA Sports,8.3,2017.0,3.43,"FIFA 18 is the 25th instalment in the FIFA series and this one has Real Madrid player Cristiano Ronaldo on the cover of regular game edition. Ronaldo Nazario appears on the Icon edition of the game. FIFA 18 is the second game in FIFA series that uses Frostbite 3 engine yet some versions of FIFA 18 uses different game engine. Versions for PlayStation 4, Microsoft Windows and Xbox One include a single-player story driven mode called The Journey which is the continuation of the mod The Journey: Hunter Returns from the FIFA 17. Version for PlayStation 3 and Xbox 360 called FIFA 18: Legacy Edition do not include any new gameplay features yet it has updated kits and squads. <br />
FIFA 18 features 52 licensed stadiums from 12 countries, plus 30 generic fields. FIFA 18 has a new version of Ultimate Team Icons which includes legends like Diego Maradona, Pele, Ronaldo, Lev Yashin, Thierry Henry and other well-known players retired like Ronaldinho and Roberto Carlos."
114,The Last of Us Remastered,Action-Adventure,PS4,Sony Computer Entertainment,9.5,2014.0,4.7,"The Last of Us is a post-apocalypse 3rd person adventure with a distinct focus on naturalness and photorealistic graphics. It is the first title in the IP, followed by the second part, coming out in 2019 by Naughty Dog, mostly known for &#39;Crash Bandicoot&#39; and &#39;Uncharted&#39; series.<br />
You play as Joel, delivering small requests in America, the year 2033, precisely 20 years after Cordyceps fungus catastrophe which have turned human hosts into infected shrooms. Your next quest is to deliver 14 years-old Ellie, immune to the virus to the hospital in the other end of a state. It is a usual story of two characters getting along throughout their journey.<br />
You need to fight fungus infected and usual soldiers, patrolling the territory — ammo and health are of the essence here, because it is post-apocalypse and everyone is short of resources. You face multiple encounters with bosses, various traps, and numerous puzzles. Let alone the number of collectibles telling a complete story of an epidemic world."
115,Gran Turismo 4,Racing,PS2,Sony Computer Entertainment,8.7,2005.0,4.24,"It's more than a game. It's a religion. Whether it's for the thrill of speed, the intensity of competition, or the fanaticism in supping up your car, Gran Turismo has captured the essence of the automotive lifestyle and had unleashed the passion between man and machine. As the fourth installment of the worldwide blockbuster-selling Gran Turismo series, Gran Turismo 4 is available exclusively for the PlayStation®2 computer entertainment system. The creative and talented minds of Polyphony Digital, Inc. have once again succeeded in developing the most technologically advanced racing experience ever. Gran Turismo 4 features a truly authentic racing experience spanning 100 years of automotive history. Packed with more cars, courses, and race modes, Gran Turismo 4 delivers enhanced, if not perfected game physics and graphics."
117,Animal Crossing: Wild World,Simulation,DS,Nintendo,8.5,2005.0,4.31,"
      Get ready to start a new life! Whether you want to decorate your home, 
      catch bugs or fish, join in on special events, or just chat with the 
      locals, there's always plenty to do! Accessorize your life with over 600 
      new items. Design constellations, clothes, and flags. Take part in 
      events as the seasons come and go!
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you'll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
118,Super Mario Land 2: 6 Golden Coins,Platform,GB,Nintendo,9.0,1992.0,4.26,"Super Mario Land 2: 6 Golden Coins is a platforming video game developed and published by Nintendo for the Game Boy, and is the sequel to Super Mario Land, also on the Game Boy. It was released in Japan on October 21, 1992, in North America on November 2, 1992, and in Europe on January 28, 1993. Super Mario Land 2 was created by director Hiroji Kiyotake rather than Mario series creator Shigeru Miyamoto.
In Super Mario Land 2, the player assumes the role of the protagonist Mario, whose main objective is to reclaim his castle, stolen by the antagonist Wario who is the evil doppelganger of Mario. However, the magical seal that Wario placed on the castle entrance can only be undone by collecting the six Golden Coins, which are guarded by Wario's henchmen in various locales of Mario Land. Mario's quest revolves around retrieving each of the golden coins in order to regain access to his castle and defeat Wario. Super Mario Land 2 is notable for its debut of Wario, who later became the protagonist of the spin-off Wario series starting with the game's sequel, Wario Land: Super Mario Land 3."
119,Grand Theft Auto IV,Action,X360,Rockstar Games,10.0,2008.0,4.23,"Every crime story is a story of a search for success. The player will become Niko Bellic, immigrant arriving at the Liberty City to reunite with his cousin Roman and find the man that betrayed him and his army unit fifteen years prior to the events of the game. While protecting his cousin, Niko has to deal with loan sharks, Russian mobsters, and other gangs. After the third game, GTA brought more realism to the player, in order to make the city and its people look more believable. Street vendors on every corner will sell food that replenishes health, bars with playable dart boards, bowling alleys and even comedy clubs and movie theatres. Open world will allow players not only hang out with important NPC in order to receive bonuses and unlocks but taking girls on the dates as well, to help Niko settle. Multiplayer mode allows up to 32 players to explore the copy of the single-player city and initiate multiplayer activities, like races or Deathmatches."
120,Super Mario 64 DS,Platform,DS,Nintendo,8.6,2004.0,4.32,"
      Mario, Luigi, and Wario set out for a party at Princess Peach's castle 
      but arrive to find it empty except for Yoshi. They soon discover that 
      Bowser has stolen the Power Stars and imprisoned the Toads. Enter all of 
      the castle paintings, and save the day! Then try out some action-packed 
      minigames!
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you'll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
121,God of War (2018),Action,PS4,Sony Interactive Entertainment,9.7,2018.0,4.33,"Unleash the power of the Gods and embark on a merciless quest as Kratos, an ex-Spartan warrior driven to destroy Ares, the God of War. Armed with lethal double chainblades, Kratos must carve through mythology&#39;s darkest creatures including Medusa, Cyclops, the Hydra and more, while solving intricate puzzles in breathtaking environments. Driven by pure revenge, nothing can stop Kratos from achieving absolution."
122,Terraria,Platform,PC,Unknown,8.8,2011.0,3.97,"Terraria is a 2D action adventure sandbox game, where players create a character and gather resources in order to gradually craft stronger weapons and armor. Players create randomly generated maps that contain different locations within it, and by gathering specific resources and triggering special events, players will fight one of the many in-game bosses. Created characters can be played on different maps.<br />
The game introduces hundreds of unique items that can be found across the entirety of the map, some of which may not even be encountered. <br />
Terraria have many different Biomes and areas with distinct visuals, containing resources and enemies unique to this biome. After gathering materials, players can craft furniture, and build settlements and houses, since after completing events or finding specific items NPCs will start to arrive, and will require player’s protection. Terraria can be played on three difficulties and has a large modding community."
123,FIFA 17,Sports,PS4,Electronic Arts,8.9,2016.0,3.28,"Get FIFA 17 Standard Edition now!<br />
Powered by Frostbite, FIFA 17 transforms the way you play, compete, and emotionally connect with the game.<br />
FIFA 17 immerses you in authentic football experiences by leveraging the sophistication of a new game engine, while introducing you to football players full of depth and emotion, and taking you to brand new worlds accessible only in the game. Complete innovation in the way players think and move, physically interact with opponents, and execute in attack lets you own every moment on the pitch.<br />
Additional hardware required for Remote Play.<br />
Use of PSN and SEN account are subject to the Terms of Service and User Agreement and applicable privacy policy (see terms at sonyentertainmentnetwork.com/terms-of-service &amp; sonyentertainmentnetwork.com/privacy-policy).<br />
Online features may be terminated at any time.<br />
*Online multiplayer requires a PlayStation®Plus membership.<br />
1-4 players<br />
Network Players 2-22<br />
44GB minimum save size<br />
DUALSHOCK®4<br />
Remote Play<br />
Online Play (Optional)<br />
Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service &amp; playstationnetwork.com/privacy-policy). One-time license fee for play on account’s designated primary PS4™ system and other PS4™ systems when signed in with that account.<br />
Conditions and restrictions apply.  See https://www.easports.com/fifa/game-and-offer-disclaimers for details."
128,Call of Duty: Ghosts,Shooter,X360,Activision,6.9,2013.0,3.03,"Call of Duty: Ghosts is the tenth major game in Call of Duty series and the sixth developed by Infinity Ward. The game tells a story about the nuclear destruction of the Middle East in the near future. The game’s main characters are the Ghosts, a force of U.S. Special Operations unit who conducts missions behind enemy lines. The unit is led by U.S. Army Captain Elias Walker, his sons Logan and David Walker but also with Riley, Captain Thomas A. Merrick and Sergeant Keegan p. Russ. The main antagonist of the game is Gabriel Rorke, who was a former leader of Ghosts but now works for the Federation after being brainwashed by it with torture and hallucinogens.<br />
In Call of Duty: Ghosts the player controls not only a character of Logan Walker, but also an astronaut specialist Baker, Logan’s father Elias Walked and Riley – a dog who is the part of Ghosts team in some missions. <br />
The game also features usual multiplayer and Extinction mode which tells a story set in the alternate reality about ancient creatures called Cryptids who want to destroy humanity."
129,Persona,Role-Playing,PS,Atlus,8.1,1996.0,3.12,"Dark, philosophical, and complex, Persona® sets you up in a modern day Japan that has gone into chaos. Demons run free, and you and your team must navigate corruption, mental frailty, and an alternate version of your world to bring your reality back into order.<br />
Offering a second opportunity to experience the beginnings of the acclaimed Persona series, this remake boasts a fully re-localized script, revamped user interface, faster battles, expanded soundtrack, and new in-game movies with voice work added just for the North American release.<br />
The inner selves known as Personas are your key to progressing through the adventure, adding skills and incredible depth to your battle tactics. Expand and improve your collection through the Demon Negotiation system that offers spell cards that you can later fuse into new Personas.<br />
Software subject to license (us.playstation.com/softwarelicense).  Online activity subject to Terms of Services and User Agreement (www.playstationnetwork.com/terms-of-service).<br />"
130,Just Dance 3,Misc,Wii,Ubisoft,7.5,2011.0,3.9,"The world's #1 dance game brand is back and now available for the PlayStation®Move! 
<br/><br/>
Just Dance® 3 kick-starts the party with over 45 tracks from multiple genres and popular artists including today’s hottest hits like “Party Rock Anthem” by LMFAO, “California Gurls” by Katy Perry featuring Snoop Dogg, and “Forget You” by Cee Lo Green. Also included are legendary favorites like “I Was Made For Lovin’ You” by Kiss.
<br/><br/>
With a variety of all-new gameplay modes, tracks that allow up to 4 dancers to uniquely shine, and innovative cardio training options, Just Dance® 3 was made to bring the party and keep America dancing!
<br/><br/><br/><br/>
PlayStation®Move motion controller and PlayStation®Eye (sold separately) required to use this product.  
<br/><br/>
Purchase or use of this item is subject to the PlayStation®Network Terms of Service and User Agreement. This item has been sublicensed to you by Sony Computer Entertainment America."
133,Horizon: Zero Dawn,Action,PS4,Sony Interactive Entertainment,9.1,2017.0,4.42,"Beyond the northern mountains, the borderlands of the Banuk tribe challenge all who dare enter to survive the extremes. But now this frozen wilderness harbors a new threat, and for Aloy, a new mystery – one she’s determined to solve.
The Frozen Wilds contains additional content for Horizon Zero Dawn, including new storylines, characters and experiences in a beautiful but unforgiving new area.
·   Uncover a compelling new story.<br />
·   Explore a brand new area<br />
·   Face new machines.<br />
·   To use this download, you must own Horizon Zero Dawn (sold separately).<br />
·   Enhanced for PS4™ Pro with dynamic 4K gaming, improved graphics and environments, and High Dynamic Range visuals*.
Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service &amp; playstationnetwork.com/privacy-policy). One-time license fee for play on account’s designated primary PS4™ system and other PS4™ systems when signed in with that account."
134,Killing Floor,Shooter,PC,Tripwire Interactive,7.5,2009.0,3.38,"In Killing Floor you play as a part of a special team to fight off legions of cloned zombies. Horzine Biotech released an endless amount of clones from the facility and citizens are drowning in this waves of human flesh. Local police are trying to fight them back, but there is no progress. British government decides to build up a special team of fighters to fight off numerous amount of enemies on their territory.
Every level in the game has a precise amount of waves according to your difficulty. With each wave, the number of zombies and types will change becoming more challenging to live through. By successfully winning the round and depending on your skills, game awards with cash that you can spend on new weapon and supplies. High variety of classes have added a different gaming style for every player. You can be a Gunslinger and use pistols, Commando that uses rifles or Support that uses shotguns. Every class has their advantages and perks that can be unlocked by levelling it up. As the final wave players must face a boss with a unique mechanic."
137,RollerCoaster Tycoon 3,Strategy,PC,Atari,8.3,2004.0,3.92,"RollerCoaster Tycoon® 3 (RCT3) is the classic bestselling PC strategy simulation that now brings the fun of a roller coaster park right to your iPhone or iPad!<br/><br/>With a new mobile-friendly UI, the creativity, depth and sophistication of the classic PC game is all here - with NO in-app purchases.<br/><br/>·         Create your ultimate theme park in stunning 3D!<br/>·         Let your imagination run free in Sandbox mode.<br/>·         Play through all 18 scenarios from the original PC game.<br/>·         Watch your guests react to your park as you try to make them happy.<br/>·         Happy guests earn you more in-game money to build out your parks even more.<br/>·         Design your parks using 5 fun themes: Generic, Spooky, Western, Adventure and Sci-fi.<br/>·         See every spine tingling detail with fully controllable cameras. <br/>·         Grab a front seat for the ride of your life with the jaw-dropping Coaster Cam. <br/>·         Cope with challenging objectives, changing weather patterns and enjoy beautiful vistas, sunsets, moonlight, and more.​​"
139,Stardew Valley,Simulation,PC,Chucklefish,9.2,2016.0,4.36,"The hero (in the beginning you can choose gender, name and appearance) - an office worker who inherited an abandoned farm. The landscape of the farm can also be selected. For example, you can decide whether there will be a river nearby for fishing.<br />
The farm area needs to be cleared, and it will take time.<br />
The hero has many different activities: plant and care for plants, raise livestock, practice crafts, extract ore, and also enter into relationships with residents of the neighbouring town to earn game money. Relationships with characters include communication, performing tasks for money, exchanging, searching for fossils and even military actions and marrying. The character is limited by the reserve of strength and health - both parameters are visible on the screen, and the game automatically puts the hero to rest if the limit of his capabilities is close. The game does not set any ultimate or primary goal, its many possibilities are designed for an unlimited time."
141,Halo: Reach,Shooter,X360,Microsoft Game Studios,9.3,2010.0,4.28,"Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual&quot;. From the beginning, you know the end. Halo: Reach. Fall 2010. There are no refunds for this item. For more information, see www.xbox.com/live/accounts. (Online Interactions Not Rated by the ESRB)"
142,Portal,Shooter,PC,Valve Corporation,9.0,2008.0,4.51,"Every single time you click your mouse while holding a gun, you expect bullets to fly and enemies to fall. But here you will try out the FPS game filled with environmental puzzles and engaging story. <br />
Silent template for your adventures, Chell, wakes up in a testing facility. She’s a subject of experiments on instant travel device, supervised by snarky and hostile GLaDOS.<br />
Players will have to complete the tests, room by room, expecting either reward, freedom or more tests. By using the gun, that shoots portals (Portal-Gun™), players will move blocks, travel great distance quickly and learn about your current situation, which is unraveled through environmental storytelling. What you will be told might be different from what you will see.<br />
White environments will guide the player’s portal placement, forcing them to pay attention to the surroundings.  Portal creates tension, allowing either solving puzzles at your own leisure or moving quickly, due to the time limit or threats."
144,Final Fantasy VII,Role-Playing,PS,Sony Computer Entertainment,9.6,1997.0,4.37,"Final Fantasy VII is a Japanese role-playing game, a seventh installment in the series, excluding spin-offs. The main events take place in the world of Gaia, in the city of Midgar; the game combines standard fantasy elements with steampunk and other science fiction, providing the players with well-defined lore and locations.<br />
The main character, a mercenary named Cloud Strife, joins the cause of disrupting a megacorporation, which was destroying the planet with its excavations for energy. However, the storyline offers much more beyond that, allowing players to discover the secrets of Midgar, and eventually, save the world.<br />
Final Fantasy VII follows the trend set by previous games of the series, offering a grand world map to explore, with unique locations and lengthy battles. The combat system is a trademark for the genre and the series, where the player’s team and the enemies trade blow in a turn-based manner, employing different skills and items until either side is defeated. The game’s art style is innovative for a Final Fantasy, as it uses 3D models over 2D backgrounds, resulting in a unique and memorable art style."
145,Mario Kart 64,Racing,N64,Nintendo,8.5,1997.0,4.3,"Mario Kart 64 (マリオカート64, Mario Kāto Rokujūyon) is a kart racing video game developed and published by Nintendo for the Nintendo 64 video game console. It was the successor to Super Mario Kart for the Super Nintendo Entertainment System, and is the second game in the Mario Kart series. It was released first in Japan on December 14, 1996, and in North America and Europe in 1997. It was later released as a Virtual Console game for the Wii and Wii U in 2007 and 2016, respectively.
Changes from the original include the move to polygon-based true 3D computer graphics for track design, and the inclusion of four-player support. Players take control of characters from the Mario franchise, who race around a variety of tracks with items that can either harm opponents or aid the user. The move to three-dimensional graphics allowed for track features not possible with the original game's Mode 7 graphics, such as changes in elevation, bridges, walls, and pits. However, the characters and items remained 2D pre-rendered sprites."
146,Splatoon 2,Shooter,NS,Nintendo,8.2,2017.0,4.24,"For the first time, take Turf War battles on-the-go with the Nintendo<br />
Switch™ system, and use any of the console&#39;s portable play styles for<br />
intense local multiplayer* action. Even team up for new 4-player co-op<br />
fun in Salmon Run!
Two years have passed since the original Splatoon™ game was released,<br />
and two years have also passed in Inkopolis! So expect a fresh wave of<br />
fashion, not to mention new weapons and gear. Dual wield the new Splat<br />
Dualies or stick to mainstays like chargers and rollers, which have been<br />
remixed with new strategic possibilities. As always, Turf War is the<br />
favored sport among Inklings, but they also dig ranked battles, taking<br />
down Octarians in a robust single-player campaign, and battling enemy<br />
Salmonids in one dangerous part-time job! No matter which way you play,<br />
splat at home or on-the-go with Nintendo Switch. Staying fresh never<br />
felt so good.
Turf War - Team up in fierce 4-on-4 multiplayer battles* to see<br />
which team can cover the most turf with ink
Salmon Run – 2-4 players* can team up for co-op fun and defeat<br />
waves of enemy Salmonids.
New weapons – Dual wield the new Splat Dualies and avoid<br />
getting splatted with the new Dodge Roll move. Mainstays like the<br />
Splat Roller and Splat Charger have been remixed to include new<br />
gameplay mechanics, and all special weapons are brand-new.
Local and Online Multiplayer - In a first for the series,<br />
compete in local multiplayer Turf War battles<em>, whether in TV mode or<br />
on-the-go in handheld or tabletop modes. Online battles also make a<br />
return</em>*
New ways to play – Play with the Joy-Con™ controllers or the<br />
Nintendo Switch™ Pro Controller (sold separately), both of which<br />
support motion controls for better aiming
Fresh Updates - Similar to the Splatoon™ game for the Wii U™<br />
console, updates will roll out post-launch, adding new content and<br />
in-game events.
Smart Device Support** - An upcoming smart-device application<br />
for the Nintendo Switch system will allow players to set play<br />
appointments with friends and teammates, as well as voice chat with<br />
friends during play sessions.
LAN Play - Up to 10 docked systems – eight players and two<br />
spectators – can connect via wired LAN (additional accessories<br />
required; sold separately). This feature allows players to create<br />
local Private Battle tournaments without the need for an internet<br />
connection. Local wireless play is perfect for your regular gaming<br />
get-togethers, but LAN Play is where it&#39;s at when you want to organize<br />
a serious tournament.
Customize – Change your Inkling&#39;s style with different weapons,<br />
headgear, clothes, and shoes. Gear isn&#39;t just aesthetic; it offers<br />
different boosts in battles.
amiibo - Compatible with all Splatoon™ series amiibo™ figures.<br />
By tapping these amiibo, the figure&#39;s character will appear in the<br />
game and befriend players. Befriend an amiibo character and they will<br />
remember favorited weapons, gear, outfits and option settings."
147,Super Smash Bros. for 3DS,Fighting,3DS,Nintendo,8.4,2014.0,4.21,"WINNER: Best Fighting Game
--The Game Awards 2014
Mario! Link! Samus! Pikachu! All of your favorite Nintendo characters<br />
are back, along with plenty of new faces, in Super Smash Bros. for Wii<br />
U, the next entry in the beloved Super Smash Bros. series. Up to four<br />
players can battle each other locally or online across beautifully<br />
designed stages inspired by classic Nintendo home console games. With a<br />
variety of control options and amiibo compatibility, the timeless Super<br />
Smash Bros. battles come alive.
FEATURES:
Compete with classic players from the Super Smash Bros. series, along<br />
with new challengers like Mega Man, Little Mac or newly announced<br />
Palutena, the Goddess of Light from the Kid Icarus games.
For the first time, players can even compete as their own Mii<br />
characters.
Use a variety of control methods during the high-energy and<br />
action-filled battles, including Nintendo GameCube controllers – the<br />
longtime controller of choice for hard-core Super Smash Bros. players.
Customize move sets when playing locally or online with friends.
Connect with amiibo for added fun.
Experience the beauty of Super Smash Bros. for Wii U in stunning HD, a<br />
first for the series.
Fight against friends and family locally or online, or battle random<br />
challengers from all over the world online in “For Fun” or “For Glory”<br />
modes.
© 2014 Nintendo. Original Game: © Nintendo/HAL Laboratory, Inc.<br />
Characters: © Nintendo / HAL Laboratory, Inc. / Pokémon / Creatures Inc.<br />
/ GAME FREAK inc. / INTELLIGENT SYSTEMS / SEGA / CAPCOM CO., LTD. /<br />
BANDAI NAMCO Games Inc. / MONOLITHSOFT. Nintendo properties are<br />
trademarks of Nintendo."
148,Carnival Games,Misc,Wii,Global Star Software,4.2,2007.0,3.0,"
      Carnival Games brings the party back for the entire family – now for the 
      first time on Nintendo Switch! With both fan-favorite and brand-new 
      mini-games all in one package, Carnival Games offers fun for everyone 
      and can be played alone or with up to three others. Hit home runs, pile 
      the highest stack of cakes, and take your horse to the finish line. 20 
      total mini-games will have you and your friends stepping right up to win 
      again and again!
    

      And with Nintendo Switch, the Carnival Games experience can be enjoyed 
      wherever, whenever!
    

      • A FUN VARIETY OF CARNIVAL GAMES FOR EVERYONE: Like a real-life county 
      fair, Carnival Games bursts with exciting mini-games that you can play 
      over and over. Classic mini-games such as shooting basketballs (“Swish”) 
      and taking down unfriendly clowns (“Clowning Around”) are joined by 
      brand new attractions like flying drone racing (“Light Speed”) and 
      cosmic bowling (“Cosmic Strike”). With 20 total games Carnival Games is 
      a fantastic time for all.
    

      • CARNIVAL GAMES EVERYWHERE: With Nintendo Switch™ Console, Carnival 
      Games is a game for everyone and for everywhere. Whether on the big 
      screen or small screen, Carnival Games can be enjoyed wherever you want 
      to play.
    

      • A MULTIPLAYER PARTY: Bring your family and friends in on the fun for a 
      true Carnival Games party. Up to 4 players can participate 
      simultaneously, bumping up the level of excitement and competition in 
      all 20 carnival mini-games.
    


      • PLAY, WIN, GET REWARDS: Play games, win tickets, and trade them in for 
      new outfits for your carnival guest characters. Dress them up to match 
      your style or be as wild as you can with wacky headgear, shirts and 
      bottoms.
    "
149,StarCraft,Strategy,PC,Blizzard Entertainment,8.7,1998.0,4.37,"StarCraft is an action game developed by Blizzard Entertainment, Inc. and Mass Media Inc.. It came out on 31-03-1998. Blizzard Entertainment published the game. The game is rated as ""Exceptional"" on RAWG. <br>StarCraft is available on PC, Nintendo 64 and macOS. <br>It was scored by Derek Duke, Glenn Stafford, Jason Hayes and Tracy W. Bush. <br>"
150,Call of Duty 4: Modern Warfare,Shooter,X360,Activision,9.6,2007.0,4.34,"The fourth installment of a popular series, Call of Duty 4: Modern Warfare is split into two different, gameplay-wise, parts. The single-player campaign invites players to go through the episodic story, where players control six different characters. And even though the stories are taking place in different locations, the events of the campaign are happening simultaneously, creating the sense of urgency and painting a large-scale picture of the events.<br />
Multiplayer side of things in the Call of Duty series has been more popular among the players. A lot of features, not present in the single-player campaign, will be available to the player, such as a killstreak mechanic, that rewards players for killing multiple enemies without dying. Multiplayer maps consist of team-based and deathmatch based game modes, where players take on the objectives in order to complete the map mission or to obtain the largest amount of kills. Depending on how well the player does, they will be rewarded with experience points, which will allow them to level up and unlock new weapons, abilities, and perks for the playable classes."
151,Gran Turismo 2,Racing,PS,Sony Computer Entertainment,9.2,1999.0,4.42,"Gran Turismo 2 (グランツーリスモ2, Guran Tsūrisumo Tsū, commonly abbreviated GT2) is a racing game for the Sony PlayStation. Gran Turismo 2 was developed by Polyphony Digital and published by Sony Computer Entertainment in 1999. It is the sequel to Gran Turismo. It was well-received publicly and critically, shipping 1.71 million copies in Japan, 20,000 in Southeast Asia, 3.96 million in North America, and 3.68 million in Europe for a total of 9.37 million copies as of April 30, 2008, and eventually becoming a Sony Greatest Hits game. The title received an average of 93% in Metacritic&#39;s aggregate."
152,Wii Party,Misc,Wii,Nintendo,7.0,2010.0,3.56,"
      Wii Party is a fun, multiplayer* experience for everyone in the 
      family that features your Mii™ characters in the midst of the action. 
      Now Nintendo brings the fun from the TV and into the living room with Wii 
      Party, a game that changes the way people interact with other 
      players to get the results they want in the game. Featuring 13 different 
      party game modes and over 80 minigames, Wii Party can be enjoyed 
      by everyone in the family, regardless of age.
    
      FEATURES:
    <ul>
<li>
        Wii Party features Mii characters in minigames in 13 unique party game 
        modes in which up to four people can play together. Party games such 
        as:
      </li>
<li class=""cms-indent"">
        Board Game Island: Players use their Mii characters and try and reach 
        the finish line by rolling dice to advance. Between turns, players 
        compete in minigames to get extra dice to roll on their turn.
      </li>
<li>
        Some of the 13 different party game modes take the fun out of the TV 
        and into the living room. Some House Party games include:
      </li>
<li class=""cms-indent"">
        Animal Tracker: Players place four Wii Remote™ controllers (sold 
        separately) on a table. Wii Party will then give the players an animal 
        noise to listen for. Each Wii Remote will emit a different animal 
        noise and the first player to grab the Wii Remote making the correct 
        sound wins.This game can also be played with two people.
      </li>
<li class=""cms-indent"">
        Hide 'n' Hunt: One player asks the other players to leave the room and 
        then hides Wii Remote controllers around the living room. When the 
        other players return, they have a few seconds to find the hidden 
        controllers hidden around the room.This game is also playable with 
        just one Wii remote controller.
      </li>
<li>
        Woven throughout various party game modes are over 80 different 
        minigames, such as:
      </li>
<li class=""cms-indent"">
        Derby Dash: Players use the Wii Remote as if they were holding a whip 
        to spur their horse to victory in a horse race
      </li>
<li class=""cms-indent"">
        - Chop Chops: Players use the Wii Remote to see who can cut through 
        vegetables the fastest
      </li>
</ul>
      *For multiplayer modes, additional Wii Remote controllers are required 
      and are sold separately.
    "
154,Mario Party DS,Misc,DS,Nintendo,7.1,2007.0,4.0,"
      Mario and his friends have been shrunk down by Bowser, and they're ready 
      to foil his latest scheme! Play as one of eight characters in four game 
      modes, five themed game boards, and over 70 minigames. Take turns moving 
      around the board to reach first place, or get immersed in constant 
      minigame action!
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you'll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
155,Donkey Kong Country,Platform,SNES,Nintendo,9.0,1994.0,4.4,"After a dark and stormy night, Donkey Kong finds all of his bananas <br />
      stolen by K. Rool and his reptilian crew of Kremlings! Armed with <br />
      chest-pounding muscle, mighty barrel rolls, and awesome vine-swinging <br />
      skills, Donkey Kong and Diddy Kong set out to face their adversaries! <br />
      Play solo, compete with a friend, or play cooperatively with a friend in <br />
      over 100 levels filled with collectibles and hidden bonus levels. With <br />
      the help of Donkey Kong&#39;s quirky family, animal friends, and your fast <br />
      reflexes, our dynamic duo will prove to be an unstoppable force. Time to <br />
      save those bananas!<br />
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you&#39;ll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
